key	read_count
UniRef90_UPI00077AB72A	3
UniRef90_UPI0009E20F48	2
UPI000F553A05	1
UniRef90_UPI000C046796	1
UPI000F552786	1
UPI000C03BFD4	1
UPI000F5591DC	2
UniRef90_UPI00077A44B4	7
UPI000F550411	1
UniRef90_UPI00077A2689	2
UniRef90_A0A2B4R667	1
A0A2B4SSX3	1
UniRef90_UPI00077AB89F	2
UniRef90_UPI0009E5CF78	2
UniRef90_A0A397S9W7	1
UniRef90_A0A2B4RX20	2
UniRef90_UPI00077A4624	2
UniRef90_UPI0009E45EE7	1
UniRef90_UPI00077B0CCC	3
UPI00077A9AF9	1
UPI000F555DB1	1
UniRef90_UPI00077A1E24	1
UniRef90_UPI00077AF681	1
UniRef90_UPI0009E22D88	4
UniRef90_UPI0009E4A620	1
UniRef90_UPI0009E38C20	1
UniRef90_UPI0009E30954	2
UniRef90_UPI00077AE847	2
UniRef90_UPI00077AE82C	1
UPI00077AF51D	1
UniRef90_UPI000F5529C5	2
UniRef90_UPI00077AAB5E	1
UniRef90_UPI00077A66CC	1
UniRef90_UPI0009E280F5	3
UniRef90_UPI0009E3071F	1
UniRef90_A0A2B4R7Z9	10
UniRef90_UPI000F557945	1
A0A2B4SH41	1
UniRef90_A0A3B3C2G3	3
UniRef90_UPI0009E36463	2
UniRef90_UPI00077AB66F	1
UniRef90_UPI00077AFC27	6
UniRef90_UPI00077A0A47	1
UniRef90_A0A2B4SL42	2
UniRef90_UPI00077A3E8A	2
UniRef90_UPI00077A5F27	1
UniRef90_UPI0009E235EC	3
UniRef90_UPI000C03CFE9	2
UniRef90_UPI0009E42AFD	1
UniRef90_UPI00077A7422	1
UniRef90_A0A2B4SL21	1
UniRef90_UPI0009E30ECE	1
UniRef90_A0A2B4RMQ5	4
UniRef90_UPI00077A90C7	1
UniRef90_UPI00077AE63A	1
UPI00077A01A0	1
UniRef90_UPI000779F915	1
UniRef90_UPI0009E39923	3
UniRef90_A0A2B4SKW5	3
UniRef90_UPI0009E513BE	2
UniRef90_UPI0009E4D669	3
UniRef90_UPI000779FA13	1
UniRef90_UPI00077A0EDD	1
UniRef90_R7URL6	1
UniRef90_A0A2B4SS88	2
UniRef90_UPI00077A0A43	5
UniRef90_A0A2B4SNM5	2
UniRef90_UPI0009E5D68F	1
UniRef90_UPI00077ADB49	8
UniRef90_A0A2B4RUP2	3
UniRef90_UPI00077AC9EE	4
UPI00077A4301	1
UniRef90_UPI00077A8E19	6
UPI000779FFB2	2
UPI00077A2D65	2
UniRef90_UPI0009E31431	1
UPI000F5564BE	2
UniRef90_UPI00077AFC35	3
UniRef90_A0A2B4RRX2	1
UniRef90_UPI000C038DC9	1
UniRef90_UPI00077AC6BA	2
UniRef90_UPI00077B16D1	1
UniRef90_UPI00077AFC6D	1
UniRef90_A0A2B4S3J9	3
UniRef90_A7SA82	2
UniRef90_UPI00077A69DC	3
UniRef90_UPI00077AD8F3	1
UniRef90_UPI0009E5B600	3
UniRef90_A0A2B4SUK8	4
UniRef90_UPI0009E3B4E3	1
UniRef90_UPI000C04712B	1
UniRef90_A0A2B4RLB3	4
UniRef90_A0A2B4SFN9	1
UniRef90_A0A2B4RTJ3	1
UniRef90_A0A2B4T0X6	3
UniRef90_A0A2B4SW48	2
UniRef90_UPI00077A5604	2
UniRef90_UPI000A2A918B	1
UniRef90_UPI0009E2EB82	5
UniRef90_UPI0009E2D726	2
UniRef90_A0A2B4S0M6	1
UniRef90_UPI00077AB43B	2
UniRef90_UPI00077AB60A	1
UniRef90_UPI000A2A7B68	3
UniRef90_UPI00077A6A93	3
UniRef90_UPI000C0390DC	1
UniRef90_UPI0009E62271	2
UniRef90_UPI00077A2A28	7
UniRef90_I3QDC3	1
UniRef90_A0A2B4SMI9	3
UniRef90_UPI00077AB6E8	1
UPI000F553625	1
UniRef90_UPI00077AB2F9	4
UniRef90_UPI000779F78A	1
UniRef90_UPI0009E20706	1
UniRef90_UPI0009E4747D	2
UniRef90_UPI00077A97BD	1
A0A2B4SSR8	1
UniRef90_UPI00077A13F1	3
UniRef90_UPI00077B0B73	2
UniRef90_UPI0009E53954	3
UniRef90_UPI000C040800	1
UniRef90_UPI00077A65C3	1
UPI00077A17ED	3
UniRef90_UPI000779FF1A	16
UniRef90_A0A2B4RG75	6
UniRef90_UPI0009E62D45	1
UniRef90_UPI0009E2D33A	1
UPI0009E25828	1
UniRef90_UPI00077A2A8C	4
UniRef90_UPI00077A5D03	1
UniRef90_UPI00077A537E	1
UniRef90_UPI00077A29F2	2
UniRef90_UPI0009E2D0EF	1
UniRef90_A0A2B4RB33	2
UniRef90_UPI00077ABBD9	2
UniRef90_UPI00077A128A	1
